prefix	givenName	middleName	familyName	suffix	nickname	canSelfEdit	dateOfBirth	gender	institutionId	barcode	idAtSource	sourceSystem	borrowerCategory	circRegistrationDate	oclcExpirationDate	homeBranch	primaryStreetAddressLine1	primaryStreetAddressLine2	primaryCityOrLocality	primaryStateOrProvince	primaryPostalCode	primaryCountry	primaryPhone	secondaryStreetAddressLine1	secondaryStreetAddressLine2	secondaryCityOrLocality	secondaryStateOrProvince	secondaryPostalCode	secondaryCountry	secondaryPhone	emailAddress	mobilePhone	notificationEmail	notificationTextPhone	patronNotes	photoURL	customdata1	customdata2	customdata3	customdata4	username	illId	illApprovalStatus	illPatronType	illPickupLocation
	ILL		Melbourne Public Library							MPL			ILL	2013-09-11			540 E. Fee Ave		Melbourne	FL	32901																 Note:ALA Interlibrary Loan 								
	ILL		Memorial Library GA							GBC			ILL	2013-01-29																							 none 								
	ILL		MESSIAH COLLEGE MURRARY LIBRARY  PA							PGM			ILL	2010-07-23																							 none 								
	ILL		 Mid-Columbia Libraries  WA							UAH			ILL	2015-11-20																							 none 								
	ILL		Millersville University PA							MVS			ILL	2013-01-29																							 none 								
	ILL		MILLSAPS COLLEGE LIBRARY NORTH STATE  MS							MMC			ILL	2004-07-14																							 none 								
	ILL		Miriam B. & James J. Mulva Library							WCD			ILL	2010-05-18																							 none 								
	ILL		MISSISSIPPI STTE UNIVERSITY  MS							MFM			ILL	2011-04-26																							 none 								
	ILL		Mississippi Valley State University  MS							MCK			ILL	2011-03-09																							 none 								
	ILL		MITRE CORPORATIONS BEDFORD LIBRRY NOT BEDFORD PUB  MA							MTE			ILL	2008-12-18																							 none 								
	ILL		 Moline Public Library  IL							IDO			ILL	2012-07-16																							 none 								
	ILL		Montatna State University MT							MZF			ILL	2012-10-15																							 none 								
	ILL		MOUNT VERNON CITY LIBRARY							AA5			ILL	2009-04-27																							 none 								
	ILL		MSU LIBRARIES MI							EEM			ILL	2010-07-20																							 none 								
	ILL		Mudd Lib MI							EXA			ILL	2013-10-08																							 none 								
	ILL		MURDOCK LEARNING RESOURCE CENTER							GFC			ILL	2009-01-21																							 none 								
	ILL		MUS College of Law Library East Lansing  MI							EVK			ILL	2011-03-17																							 none 								
	ILL		 Museum of Fine Arts, Houston-Hirsch Library  TX							FNE			ILL	2014-08-29																							 none 								
	ILL		N. Palm Beach Library							N9B			ILL	2013-02-13																							 none 								
	ILL		NARRAGANSETT PUBLIC LIB  KINGSTON RI							RDS			ILL	2004-08-03																							 none 								
	ILL		Nat Ctr Atmospheric  Boulder CO							CNR			ILL	2013-12-09																							 none 								
	ILL		Nebraska Wesleyan University, NE							NBW			ILL	2008-10-02																															
	ILL		New Bern-Craven Co. Public Library  NC							QJA			ILL	2011-03-04																							 none 								
	ILL		NEW ORLEANS PUBLIC LIBRARY  LA							LNC			ILL	2010-12-13																							 none 								
	ILL		NEWPORT NEWS PUBLIC LIBRARY   VA							PEQ			ILL	2009-06-18																							 none 								
	ILL		Newton Gresham Lib TX							SHH			ILL	2014-01-17																							 none 								
	ILL		Niobarara County Library  WY							W8N			ILL	2013-06-06																							 none 								
	ILL		North Park Univ. Lib IL							ICZ			ILL	2014-02-04																							 none 								
	ILL		Northeast Georgia Regional Library  GA							ZHB			ILL	2014-01-08																							 none 								
	ILL		NORTHEASTERN ILLIOINS UNIVERSITY  IL.							IOA			ILL	2010-12-06																							 none 								
	ILL		NORTHERN MICHIGAN UNIVERSITY							EZN			ILL	2009-10-12																							 none 								
	ILL		NORTHWESTERN STATE UNIVERSITY  LOUISSIANA  LO							LNW			ILL	2008-08-25																							 none 								
	ILL		NY Pub Lib NY							NYP			ILL	2013-11-05																							 none 								
	ILL		NY Univ Bobst lib NY							ZYU			ILL	2013-08-26																							 none 								
	ILL		OKC Pioneer Library  OK							OKM			ILL	2010-08-16																							 none 								
	ILL		Orange County Public Library, CA							ORK			ILL	2008-09-24																															
	ILL		OSTERHOUR FREE LIBRARY							OST			ILL	2009-04-01																							 none 								
	ILL		Palm Springs Pub Lib CA							CPG			ILL	2013-03-01																							 none 								
	ILL		 Parkland Library  FL							PRKLD			ILL	2012-06-13																							 none 								
	ILL		Parlin-Ingersol Pub Libr IL							IEL			ILL	2013-03-19																							 none 								
	ILL		PASO ROBLES PUBLIC LIBRARY							JRP			ILL	2009-02-25																							 none 								
	ILL		Pepperdine University  CA							CPE			ILL	2011-10-25																							 none 								
	ILL		 Perrot Memorial Library  CT							PEM			ILL	2014-05-30																							 none 								
	ILL		PFAU LIBRARY, CA							CSB			ILL	2004-10-04																							 								
	ILL		Piedmont College Libraries GA							GE7			ILL	2013-12-05																							 none 								
	ILL		Piedmont Virginia Community College							PZS			ILL	2015-06-12																							 none 								
	ILL		Pinetop-lakeside Pub Lib AZ							N8V			ILL	2014-02-26																							 none 								
	ILL		Pitkin County Library							HFU			ILL	2013-03-18																							 none 								
	ILL		Pittsburgh Theological Seminary  PA							PKT			ILL	2015-07-29																							 none 								
	ILL		Plainfield Public Library IL							OY4			ILL	2013-08-07																							 none 								
	ILL		PLANO PUBLIC LIBRARY							PLS			ILL	2009-01-28																							 none 								
	ILL		Pope Pius XII Lib CT							STJ			ILL	2013-09-26																							 none 								
	ILL		 Popular Creek Public Library  IL							JJG			ILL	2013-07-25																							 none 								
	ILL		PROVIDENCE COLLEGE-PHILLIPS MEMORIAL LIBRARY							PRC			ILL	2008-03-14																							 none 								
	ILL		PROVIDENCE PUBLIB LIBRARY SYSTEM  RI							RJ5			ILL	2009-05-15																							 none 								
	ILL		PUBLIC LIBRARY  AL							ABJ			ILL	2007-06-12																							 none 								
	ILL		RAMAPO COLLEGE OF NEW JERSEY  NJ							RNJ			ILL	2009-07-15																							 none 								
	ILL		Randolph co. Public Lib. NC							NZS			ILL	2012-09-28																							 none 								
	ILL		RASPA New Port Richey Campus, FL							RASPA			ILL	2011-08-08																							 none 								
	ILL		Rbert L. F. Sikes Public Library Crestview FL							FOA			ILL	2011-06-08																							 none 								
	ILL		REEVES LIBRARY MORAVIAN COLLEGE							MOR			ILL	2008-12-11																							 none 								
	ILL		Renner Academic Lib IL							JCV			ILL	2014-02-06																							 none 								
	ILL		Renton Public Library  WA							Z26			ILL	2009-06-15																							 none 								
	ILL		 RESOURCES FOR THE FUTURE LIBRARY  DC							RFF			ILL	2009-09-04																							 none 								
	ILL		Rhodes College							TWS			ILL	2010-10-25																							 none 								
	ILL		Richland County Public Library SC							SRC			ILL	2010-09-10																							 none 								
	ILL		ROANOKE CITY PUBLIC LIBRARY  VA							RNC			ILL	2008-12-18																							 none 								
	ILL		ROBARTS LIBRARY UNIVERSITY OF TORONTO							UTO			ILL	2009-02-05																							 none 								
	ILL		ROCHESTER HILLS PUBLIC LIBRARY  MI							EHG			ILL	2008-12-18																							 none 								
	ILL		Ruth Enlow Library of Garrett County MD							WM@			ILL	2012-10-31																							 none 								
	ILL		RUTH SCARBOROUGH LIBRARY							WVS			ILL	2008-04-08																							 none 								
	ILL		Saint Louis Univ Law Lib							SLU			ILL	2013-08-30																							 none 								
	ILL		Saint Vincent College  PA							PSV			ILL	2011-03-28																							 none 								
	ILL		SALISBURY UNIVERSITY  MD							SSC			ILL	2008-01-29																							 none 								
	ILL		SALT LAKE COUNTY LIBRARY							UUC			ILL	2009-02-03																							 none 								
	ILL		Sam Shaw Library NE							WH5			ILL	2009-09-04																							 none 								
	ILL		SAN DIEGO COUNTY LIBRARY							SDG			ILL	2009-03-25																							 none 								
	ILL		SAN FRANCISCO PUBLIC LIBRARY							SFR			ILL	2008-08-25																							 none 								
	ILL		 San Rafael Public Library  CA							SNR			ILL	2013-05-09																							 none 								
	ILL		SANTA CRUZ PUBLIC LIBRARIES							JTA			ILL	2008-12-02																							 none 								
	ILL		Schumacher Library Northwestern College  IL							N2B			ILL	2013-07-29																							 none 								
	ILL		 Scottsdale Public Library  AZ							AZD			ILL	2015-06-16																							 none 								
	ILL		SETON HALL UNIVERSITY  PA							PQA			ILL	2009-07-27																							 none 								
	ILL		 Shafer Library University of Findly  OH							FIN			ILL	2014-01-10																							 none 								
	ILL		Shaw Leslie Library, Franklin Springs GA							CE5			ILL	2016-02-03			Emanuel College, PO BOX 69		Franklin Springs	Sp	30639																 none 								
	ILL		SKOKIE PUBLIC LIBRARY  IL							IHG			ILL	2009-05-06																							 none 								
	ILL		SMITHSONIAN TROPICAL RESEARCH INSTITUTE AA							SMI			ILL	2010-07-26																							 none 								
	ILL		SOUTH TEXAS COLLEGE LIBRARY							PBF			ILL	2009-04-30																							 none 								
	ILL		SOUTHERN NAZARENE UNIVERSITY							OKA			ILL	2009-03-25																							 none 								
	ILL		 Spartaburg County Public Library  SC							SPL			ILL	2013-07-31																							 none 								
	ILL		Stanley Community College  Library  NC							HZR			ILL	2015-02-13																							 none 								
	ILL		STANLY CO. PUBLIC LIBRARY							KQF			ILL	2009-03-12																							 none 								
	ILL		 State University of New York at Binghamton  NY							BNG			ILL	2011-06-15																							 none 								
	ILL		Stevens point pub lib Wisconsin							WJQ			ILL	2014-01-13																							 none 								
	ILL		Suffolk CountyCommunity College  NY							YDD			ILL	2011-06-16																							 none 								
	ILL		 Taos Public Library							DV3			ILL	2014-06-25																							 none 								
	ILL		Tecumcari Public Library							DY2			ILL	2010-04-16																							 none 								
	ILL		 Tempe Public Library  AZ							ATM			ILL	2013-07-08																							 none 								
	ILL		 Tenton County Library  WY							WST			ILL	2015-05-06																							 none 								
	ILL		 Texpress McAllen Public Library  TX							TME			ILL	2012-11-20																							 none 								
	ILL		 Thammasat University Libraries  Bangkok Thailand							TULIB			ILL	2015-05-08																							 none 								
	ILL		THE COLLEGE OF STATEN ISLAND							VSI			ILL	2009-04-17																							 none 								
	ILL		THREE RIVERS REGIONAL LIBRARY SYSTEM							ZGD			ILL	2009-01-13																							 none 								
	ILL		Thrift Library- Anderson University							ZKF			ILL	2010-02-23																							 none 								
	ILL		Transylvania University  KY							KTU			ILL	2011-10-13																							 none 								
	ILL		 Travis P. Hignett Memorial Library  AL							IFS			ILL	2011-09-22																							 none 								
	ILL		Triton College IL							IAW			ILL	2013-10-08																							 none 								
	ILL		 TROY PUBLIC LIBRARY  AL							AL5TY			ILL	2009-07-28																							 none 								
	ILL		TSU Library TN							TSU			ILL	2014-01-22																							 none 								
	ILL		Tulane University Library   LA							LRU			ILL	2011-02-21																							 none 								
	ILL		U.S. Army Engineer Research and Development  MS							AERDC			ILL	2016-05-17																							 none 								
	ILL		U.S. DEPT OF STATE/RALPH BUNCHE LIBRRY  DC							DOS			ILL	2009-05-27																							 none 								
	ILL		U.S. Environmental Protection Agency IL							ELA			ILL	2013-04-09																							 none 								
	ILL		UCL School of Slavonic and East European Studies							UCL			ILL	2015-07-06			16 Taviton Street, London, WCHI 08W																				 none 								
	ILL		 UMASS LOwell   MN							ULN			ILL	2011-03-15																							 none 								
	ILL		UNH Manchester NH							MVA			ILL	2013-10-28																							 none 								
	ILL		UNI- Rod Library IA							NIU			ILL	2012-04-15																							 none 								
	ILL		Union College Library NY							ZWU			ILL	2011-11-06																							 none 								
	ILL		Union College Library KY							KUC			ILL	2013-02-05																							 none 								
	ILL		UNIVERISTY OF DALLAS LIBRARY  TX							IVD			ILL	2009-06-08																							 none 								
	ILL		UNIVERISTY OF MAINE  ME							MEU			ILL	2008-12-19																							 none 								
	ILL		UNIVERISTY OF PITTSBURRH							PMC			ILL	2008-07-01																							 none 								
	ILL		UNIVERISTY OF PUGET SOUND LIBRARY  WA							UPP			ILL	2009-06-02																							 none 								
	ILL		Universite de Montreal							MUQ			ILL	2010-03-30																							 none 								
	ILL		University At Buffalo-Doc Delivery   NY							BUF			ILL	2014-07-23																							 none 								
	ILL		 University of Alberta  Canada							UAB			ILL	2009-07-31																							 none 								
	ILL		UNIVERSITY OF BRIDGEPORT  CT							UBM			ILL	2009-09-04																							 none 								
	ILL		UNIVERSITY OF CALIFORNIA- IRVINE  CA							CUI			ILL	2011-01-10																							 none 								
	ILL		UNIVERSITY OF CENTRAL ARKANSAS							AKC			ILL	2009-01-13																							 none 								
	ILL		 UNIVERSITY OF CHICAGO LIBRARY CHICAGO							CGU			ILL	2009-10-14																							 none 								
	ILL		University of Massachusetts Boston  MA							BMU			ILL	2010-10-25																							 none 								
	ILL		University of Melbourne/ Victoria Australia							UMV			ILL	2011-03-21																							 none 								
	ILL		 UNIVERSITY OF MISSISSIPPI							MUS2			ILL	2009-04-30																							 none 								
	ILL		University of Oslo Library  Oslo NO 0315							O2F			ILL	2015-07-15																							 none 								
	ILL		UNIVERSITY OF RHODE ISLAND LIBRARY							RIU			ILL	2009-03-23																							 none 								
	ILL		 UNIVERSITY OF SCRANTON  PA							SRU			ILL	2009-09-04																							 none 								
	ILL		UNIVERSITY OF SOUTHERN MISSISSIPPI							MUS			ILL	2009-10-07																							 none 								
	ILL		University of St. Thomas - Houston							TUT			ILL	2010-05-26																							 none 								
	ILL		 University of St. Thomas  MN							MNT			ILL	2011-03-15																							 none 								
	ILL		UNIVERSITY OF TENNESSEE AT CHATTANOOGA							TUC			ILL	2004-06-07																							 none 								
	ILL		UNIVERSITY OF TEXAS EL PASO							TXU			ILL	2009-11-04																							 none 								
	ILL		University of Texas at Tyler  TX							TEX			ILL	2011-05-02																							 none 								
	ILL		University of Texas at San Antonio Library  TX							TXJ			ILL	2011-08-24																							 none 								
	ILL		University of Virginia's College of Wise VA							VCV			ILL	2012-03-30																							 none 								
	ILL		 University of Victoria Libraries   BC, CA							VT2			ILL	2015-11-03																							 none 								
	ILL		 University of Washington  WA							UWA			ILL	2014-07-21																							 none 								
	ILL		 University of Wisconsin  WI							WIS			ILL	2011-03-15																							 none 								
	ILL		University of Wisconsin-Eau Claire  WI							GZE			ILL	2012-07-05																							 none 								
	ILL		University ofArkansas- Fort Smith  AR							ASZ			ILL	2011-06-15																							 none 								
	ILL		UPR RICO PIEDRAS CITEC FACULTA DE CLENCIAS NATURALES PR							PRCDI			ILL	2011-04-18																							 none 								
	ILL		US EPA Headquarters and Chemical Libraries  DC							EJB			ILL	2013-01-09																							 none 								
	ILL		USC Libraries							CSL			ILL	2010-03-30																							 none 								
	ILL		Utah Valley University							UVU			ILL	2015-11-20																							 none 								
	ILL		UWC- MARATHON							WJT			ILL	2009-02-20																							 none 								
	ILL		VA COMMONWEALTH UNIVERSITY							VRC			ILL	2010-01-22																							 none 								
	ILL		Vernon Area Public Library  IL							IV@			ILL	2009-07-31																							 none 								
	ILL		Victoria College/University of Houston-Texas  TX							TXV			ILL	2014-05-05																							 none 								
	ILL		Vinning Library West Virginia University  WV							WVT			ILL	2011-03-04																							 none 								
	ILL		Wakulla County Pub Lib FL							FB9			ILL	2013-09-20																							 none 								
	ILL		WALKER MEMORIAL LIBRARY							HPU			ILL	2009-03-27																							 none 								
	ILL		Warren Wilson COllege LIB NC							NZW			ILL	2014-04-30																							 none 								
	ILL		WASHINGTON COUNTY LIBRARY SYSTEM							W9Z			ILL	2009-02-20																							 none 								
	ILL		Waukegan Public Library  IL							GP4			ILL	2012-08-15																							 none 								
	ILL		WAYNE COMMUNITY COLLEGE LIBRARY							HZX			ILL	2009-03-10																							 none 								
	ILL		 Weber County Library  UT							UTW			ILL	2013-06-19																							 none 								
	ILL		 Wesleyan College  WV							WVQ			ILL	2008-04-03																							 none 								
	ILL		 West hartford Public Library  CT							WHP			ILL	2014-07-22																							 none 								
	ILL		West Union Branch Library  West Union OH							WSILL			ILL	2014-05-08																							 none 								
	ILL		WETHERSFIELD PUBLIC LIBRARY  CT							GWK			ILL	2008-08-25																							 none 								
	ILL		williams College Libraries  MA							WCM			ILL	2011-04-19																							 none 								
	ILL		 Wilson College Library  PA							PVW			ILL	2011-08-25																							 none 								
	ILL		WILSON LIBRARY: WESTERN WASHINGTON UNIVERSITY							XFF			ILL	2009-01-27																							 none 								
	ILL		WINNETKA PUBLIC LIBRARY							IWE			ILL	2009-03-27																							 none 								
	ILL		 Winthrop Univeristy  SC							CLIO			ILL	2014-04-22																							 none 								
	ILL		Wm T. Cozby Public Library  TX							WT2			ILL	2011-04-28																							 none 								
	ILL		Wolf Law Lib							VWL			ILL	2014-01-17																							 none 								
	ILL		Woodland Community College  CA							WCCLI			ILL	2011-02-28																							 none 								
	ILL		Woodridge pub lib IL							HUO			ILL	2014-02-27																							 none 								
	ILL		 WOODROW WILSON INTERNTIONAL CENTER FOR SCHOLARS  D.C.							AZ1			ILL	2009-06-02																							 none 								
	ILL		Worcester Polytechnic Institute  MA							WPG			ILL	2010-10-26																							 none 								
	ILL		Worthington Public Library  OH							OWR			ILL	2014-04-22																							 none 								
	ILL		Xavier University Library  LA							LNX			ILL	2015-06-18																							 none 								
	ILL		Yolo County Library  CA							YOL			ILL	2012-10-12																							 none 								
	ILL		 Young Harris College  GA							ZJA			ILL	2014-08-27																							 none 								
	ILL		Zach English Everglades Univeristy  FL							FLEVE			ILL	2011-05-27																							 none 								
	ILL		LL -ADAMS CTY PUBLIC							PYM			ILL	2012-05-24																							 none 								
	ILL		LL -AMERICAN INTERNATIONAL COLLEGE							NKA			ILL	2016-08-08																							 none 								
	ILL		LL -Anderson County Library  ILL  SC							SAL			ILL	2005-10-28																							 none 								
	ILL		LL -Atlanta-Fulton Public Library GA							GAP			ILL	2008-06-02																							 none 								
	ILL		LL -Base Library WA							AYG			ILL	2011-09-02																							 none 								
	ILL		LL -Bennet College NC							BEN			ILL	2012-02-06																							 none 								
	ILL		LL -Bertrand Library							PBU			ILL	2009-11-03																							 none 								
	ILL		LL -Carl A. Rudisill Library NC							KQY			ILL	2012-10-29																							 none 								
	ILL		LL -CarletonCollege   MN							MNN			ILL	2016-05-17																							 none 								
	ILL		LL -Centrlia College Library							C6C			ILL	2012-11-12																							 none 								
	ILL		LL -Chapin Memorial Lib SC							SO7			ILL	2012-02-14																							 none 								
	ILL		LL -Chester Pub Lib NY							VGE			ILL	2012-04-30																							 none 								
	ILL		LL -Clark University- Robert H. Goddard Library							CKM			ILL	2010-04-27																							 none 								
	ILL		LL -CLEVELAND-HEIGHTS-UNIVERSITY HEIGHTS PUBLIC LIBRARY  OH							OZC			ILL	2008-07-14																							 none 								
	ILL		LL -Cocoa Beach Public Library							CCB			ILL	2010-04-14			550 N. Brevard Avenue		Cocoa Beach	Be	32931-4326																 Note:Not in DLLI must be mailed out 								
	ILL		LL -College of DuPage IL							IBI			ILL	2010-01-20																							 none 								
	ILL		LL -DRAKE LIBRARY SUNY BROCKPORT  NY							XBM			ILL	2009-11-13																							 none 								
	ILL		LL -Eastern Mennonite Univ VA							VEM			ILL	2012-01-24																							 none 								
	ILL		LL -EASTERN OREGON UNIVERSITY  OR							EOS			ILL	2008-05-21																							 none 								
	ILL		LL -Edgecombe County Memorial Library NC							NQV			ILL	2012-02-20																							 none 								
	ILL		LL -ELKHART PUBLIC LIBRARY							IEB			ILL	2008-02-27																							 none 								
	ILL		LL -Erskine College and Seminary SC							SO4			ILL	2012-04-04																							 none 								
	ILL		LL -Fargo Pub. Lib ND							NFG			ILL	2013-03-18																							 none 								
	ILL		LL -FLORIDA COLLEGE CHATLOS LIBRARY, FL							FYD			ILL	2004-10-21																							 								
	ILL		LL -FORSYTH COUNTY PUBLIC LIBRARY  GA							Y32			ILL	2004-10-21																							 none 								
	ILL		LL -Fort Bend County Libraries TX							FTX			ILL	2014-09-25																							 none 								
	ILL		LL -Hebrew Union College Library OH							HUC			ILL	2012-09-17																							 none 								
	ILL		LL -Iowa Library IA							IOZ			ILL	2012-08-28																							 none 								
	ILL		LL -Lafayette Public Lib							LFY			ILL	2014-02-12																							 none 								
	ILL		LL -LAWRENCE TECH UNIVERSITY LIBRARY							EYL			ILL	2011-08-30																							 none 								
	ILL		LL -Loan - Guilford College Library- Greensboro NC							NUG			ILL	2010-09-17																							 								
	ILL		LL -Mabee- Simpson library							ASB			ILL	2008-02-08																							 none 								
	ILL		LL -MANTOR LIBRARY UM AT FARMINGTON, ME							UMF			ILL	2010-09-17																							 								
	ILL		LL -MidAMERICA Nazarene Univ. KS							LQ4			ILL	2012-08-27																							 none 								
	ILL		LL -New York Univ Law Lib							YLS			ILL	2013-08-29																							 none 								
	ILL		LL -Niles Public Library Distrit							GO4			ILL	2010-04-22																							 none 								
	ILL		LL -NORTH DAKOTA STATE LIBRARY  ND*							NDS			ILL	2008-05-21																							 none 								
	ILL		LL -Oklahima University OK							OSZ			ILL	2012-04-09																							 none 								
	ILL		LL -Queens Library NY							ZQP			ILL	2012-04-17																							 none 								
	ILL		LL -RIVERA LIBRARY							CRU			ILL	2008-04-21																							 none 								
	ILL		LL -Route to Lake alfred/ Bartow Lib FL							L3A			ILL	2013-09-18																							 none 								
	ILL		LL -Rush University Library IL							IDL			ILL	2012-04-27																							 none 								
	ILL		LL -Shippensburg University Library							SQP			ILL	2009-10-02																							 none 								
	ILL		LL -Shorter University GA							ZJB			ILL	2013-04-23																							 none 								
	ILL		LL -SMITHTOWN PUBLIC LIBRARY							SDE			ILL	2008-02-28																							 none 								
	ILL		LL -SOUTHERN BAPTIST THEOLOGICAL SIMINARY LOUISVILLE KENTUCK							KTS			ILL	2008-06-02																							 none 								
	ILL		LL -Southwestern Illinois College							IC6			ILL	2010-06-14																							 none 								
	ILL		LL -SUNY Purchase Library							ZPM			ILL	2009-09-16																							 none 								
	ILL		LL -SYRACUSE UNIVERSITY LIBRARY							SYB			ILL	2008-03-12																							 none 								
	ILL		LL -Texas A&M International Univ TX							TLS			ILL	2011-10-26																							 none 								
	ILL		LL -Texas A&M Univ TX							TAMSA			ILL	2013-03-21																							 none 								
	ILL		LL -TISCH LIBRARY							TFW			ILL	2011-02-11			35 UPPER CAMPUS RD		MEDFORD	MA	02155																 none 								
	ILL		LL -U.C. Hastings College of the Law							CUH			ILL	2014-03-18																							 none 								
	ILL		LL -University of Dubuque IA							IOV			ILL	2012-02-17																							 none 								
	ILL		LL -University of Washingtion Libraries WA							WAU			ILL	2012-10-18																							 none 								
	ILL		LL -University of West Alabama AL							ALT			ILL	2012-02-01																							 none 								
	ILL		LL -Univertsity of Queensland AU							YQU			ILL	2012-03-26																							 none 								
	ILL		LL -Walford Library NJ							NNN			ILL	2011-08-31																							 none 								
	ILL		LL -Walton County Lib Sys FL							WRD			ILL	2012-09-05																							 none 								
	ILL		LL -Washington State Law Library WA							Z@5			ILL	2012-08-23																							 none 								
	ILL		LL -Waterloo Pub lib IA							IWV			ILL	2012-01-29																							 none 								
	ILL		LL -Waynesboro-Wayne County Lib MS							WN@			ILL	2012-02-08																							 none 								
	ILL		LL -Whitworth Univ WA							WTV			ILL	2012-01-29																							 none 								
	ILL		LL -Winona Pub Lib MN							WPB			ILL	2012-05-04																							 none 								
	ILL		LL -WINONA STATE UNIVERSITY							MNI			ILL	2011-08-30																							 none 								
	ILL		ABELL LIBRARY CENTER - TX							IAU			ILL	2005-09-12																							 none 								
	ILL		ALBERTSON COLLEGE, TERTELING LIBRARY - ID							ZFT			ILL	2007-03-22																															
	ILL		 Alcuin Library St. John's University  MN							MNJ			ILL	2015-01-28																							 none 								
	ILL		ALLEN COUNTY PUBLIC LIBRARY - IN							IMF			ILL	2006-02-02																							 none 								
	ILL		AMARILLO PUBLIC LIBRARY  TX							TAP			ILL	2005-01-19																							 none 								
	ILL		AMERICAN PUBLIC UNIVERSITY SYSTEM - WV							VM#			ILL	2007-03-21																							 none 								
	ILL		AMERICAN UNIVERSITY LIBRARY							EAU			ILL	2004-06-14																							 none 								
	ILL		AMHERST COLLEGE LIBRARY  MA							AMH			ILL	2005-06-23																							 none 								
	ILL		ANDERSON UNIVERSITY - IN							INA			ILL	2006-05-15																							 none 								
	ILL		APPALACHIAN STATE UNIVERSITY - BELK LIBRARY - NC							NJB			ILL	2005-11-15																							 none 								
	ILL		ARAPAHOE LIBRARY DISTRICT - CO							CO2			ILL	2006-01-23																							 none 								
	ILL		ARGOSY UNIVERSITY LIBRARY - GA							GSP			ILL	2007-02-28																							 none 								
	ILL		ARIZONA STATE UNIVERSITY							AZS			ILL	2004-10-18																							 none 								
	ILL		ARKANSAS TECH UNIVERSITY - AR							AKP			ILL	2006-09-25																							 none 								
	ILL		ART INSTITUTE OF FORT LAUDERDALE LIBRARY  FL							FIF			ILL	2005-05-02																							 none 								
	ILL		ARTHUR VINING DAVIS LIBRARY  FL							AV@			ILL	2004-06-30																							 none 								
	ILL		ASHEVILLE-BUNCOMBE LIBRARY SYSTEM							UZR			ILL	2004-03-24			67 Haywood Street		Asheville	NC	28801																 none 								
	ILL		ATLANTA UNIVERSITY CENTER WOODRUFF LIBRARY   GA							AUU			ILL	2005-02-03																							 none 								
	ILL		AUBURN UNIVERSITY - AL							AAA			ILL	2007-02-05																							 none 								
	ILL		AURARIA LIBRARY - UNIV OF COLORADO - CO							COA			ILL	2006-01-24																							 none 								
	ILL		AURORA PUBLIC LIBRARY  IL							JSE			ILL	2004-11-11																							 none 								
	ILL		AURORA PUBLIC LIBRARY - CO							COB			ILL	2006-05-03																							 none 								
	ILL		AUSTIN PUBLIC LIBRARY - TX							TXG			ILL	2006-01-23																							 none 								
	ILL		AVE MARIA							AVMAR			ILL	2005-06-28																							 Note:Leave AVX symbol in as weAve Maria uses both symbols 								
	ILL		BAINBRIDGE LIBRARY  OH							GEC			ILL	2005-03-21																							 none 								
	ILL		BALL STATE UNIVERSITY  IN							IBS			ILL	2004-11-15																							 none 								
	ILL		BALTIMORE COUNTY PUBLIC LIBRARY  MD							B@L			ILL	2004-07-26																							 none 								
	ILL		BANKS LIBRARY - LAGRANGE COLLEGE - GA							GLG			ILL	2005-11-17																							 none 								
	ILL		Baptist College of Florida  FL							FZ3			ILL	1997-08-28			5400 College Drive		GRACEVILLE	FL	32440			5400 COLLEGE DR.		GRACEVILLE	FL	32440									 Note:USE U.S. MAIL TO SHIP ILL MATERIALS 								
	ILL		BARIGHT PUBLIC LIBRARY							RLN			ILL	2008-12-09																							 none 								
	ILL		BARTLESVILLE PUBLIC LIBRARY  OK							OKD			ILL	2005-02-28																							 none 								
	ILL		BASE LIBRARY - FL 4814							MDI			ILL	1997-09-09			2313 FLORIDA KEYS AVE.		MACDILL AFB	AF	33621-5313																 Note:USE U.S. MAIL TO SHIP ILL MATERIAL. 								
	ILL		BASE LIBRARY PATRICK AFB							PAZ			ILL	1997-12-09			45SVS/SVRL		PATRICK AFB	AF	32925-3439																 none 								
	ILL		ILL  - Beaufort County Library - SC							ZJI			ILL	2008-10-14																							 none 								
	ILL		BEJANMIN F FEINBERG LIBRARY - NY							YPM			ILL	2005-09-28																							 none 								
	ILL		Benedictien College Library  KS							KKA			ILL	2014-07-31																							 none 								
	ILL		BENNER LIBRARY - OLIVET NAZARENE UNIV - IL							JBE			ILL	2006-06-19																							 none 								
	ILL		BETHUNE-COOKMAN COLLEGE / SWISHER LIBRARY							DBB			ILL	1997-02-28			640 DR. MARY McLEOD BETHUNE BLVD.		DAYTONA BEACH	BE	32114																 Note:USE U.S. MAIL TO SHIP ILL MATERIALS. 								
	ILL		BEVEVINO LIBRARY COLLEGE MISERICORDIA - PA							CMZ			ILL	2006-01-31																							 none 								
	ILL		Biola University Library  CA							CBC			ILL	2016-06-15																							 none 								
	ILL		BIRMINGHAM-SOUTHERN COLLEGE LIBRARY - AL							ABB			ILL	2005-11-10																							 none 								
	ILL		 Bitteroot Public Library  MT							Y46			ILL	2015-07-23																							 none 								
	ILL		BLOOMSBURG UNIVERSITY  PA							PBB			ILL	2004-10-25																							 none 								
	ILL		BLOUGH WEIS LIBRARY - SUSQUEHANNA							SUS			ILL	2004-05-27																							 none 								
	ILL		BOB JONES UNIVERSITY - SC							SGB			ILL	2007-02-27																							 none 								
	ILL		BOSTON PUBLIC LIBRARY - MA							BRL			ILL	2006-03-28																							 none 								
